"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2012"	"2012/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	41
	"Jan., 2012"	"2012/01"	"Septicaemia, unspecified"	"A41.9"	156
	"Jan., 2012"	"2012/01"	"Chronic viral hepatitis C"	"B18.2"	48
	"Jan., 2012"	"2012/01"	"HIV disease resulting in other specified conditions"	"B23.8"	17
	"Jan., 2012"	"2012/01"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	26
	"Jan., 2012"	"2012/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	22
	"Jan., 2012"	"2012/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	106
	"Jan., 2012"	"2012/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	74
	"Jan., 2012"	"2012/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	297
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	14
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of rectum"	"C20"	47
	"Jan., 2012"	"2012/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	50
	"Jan., 2012"	"2012/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	30
	"Jan., 2012"	"2012/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	62
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of gallbladder"	"C23"	11
	"Jan., 2012"	"2012/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	232
	"Jan., 2012"	"2012/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	28
	"Jan., 2012"	"2012/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1035
	"Jan., 2012"	"2012/01"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	11
	"Jan., 2012"	"2012/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	78
	"Jan., 2012"	"2012/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13
	"Jan., 2012"	"2012/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	22
	"Jan., 2012"	"2012/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	261
	"Jan., 2012"	"2012/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	29
	"Jan., 2012"	"2012/01"	"Endometrium - Malignant neoplasms"	"C54.1"	19
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	36
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of ovary"	"C56"	72
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of prostate"	"C61"	204
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	66
	"Jan., 2012"	"2012/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	108
	"Jan., 2012"	"2012/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	91
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	18
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	30
	"Jan., 2012"	"2012/01"	"Malignant neoplasm without specification of site"	"C80"	146
	"Jan., 2012"	"2012/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	11
	"Jan., 2012"	"2012/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	81
	"Jan., 2012"	"2012/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	79
	"Jan., 2012"	"2012/01"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	16
	"Jan., 2012"	"2012/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	27
	"Jan., 2012"	"2012/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	52
	"Jan., 2012"	"2012/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	18
	"Jan., 2012"	"2012/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	20
	"Jan., 2012"	"2012/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	15
	"Jan., 2012"	"2012/01"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	11
	"Jan., 2012"	"2012/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	43
	"Jan., 2012"	"2012/01"	"Anaemia, unspecified"	"D64.9"	19
	"Jan., 2012"	"2012/01"	"Coagulation defect, unspecified"	"D68.9"	10
	"Jan., 2012"	"2012/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	18
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	17
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	75
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	50
	"Jan., 2012"	"2012/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	207
	"Jan., 2012"	"2012/01"	"Other obesity"	"E66.8"	27
	"Jan., 2012"	"2012/01"	"Obesity, unspecified"	"E66.9"	17
	"Jan., 2012"	"2012/01"	"Hyperlipidaemia, unspecified"	"E78.5"	50
	"Jan., 2012"	"2012/01"	"Vascular dementia, unspecified"	"F01.9"	55
	"Jan., 2012"	"2012/01"	"Unspecified dementia"	"F03"	824
	"Jan., 2012"	"2012/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37
	"Jan., 2012"	"2012/01"	"Motor neuron disease"	"G12.2"	27
	"Jan., 2012"	"2012/01"	"Parkinson disease"	"G20"	174
	"Jan., 2012"	"2012/01"	"Alzheimer disease with late onset"	"G30.1"	16
	"Jan., 2012"	"2012/01"	"Alzheimer disease, unspecified"	"G30.9"	374
	"Jan., 2012"	"2012/01"	"Other specified degenerative diseases of nervous system"	"G31.8"	12
	"Jan., 2012"	"2012/01"	"Degenerative disease of nervous system, unspecified"	"G31.9"	106
	"Jan., 2012"	"2012/01"	"Multiple sclerosis"	"G35"	19
	"Jan., 2012"	"2012/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	29
	"Jan., 2012"	"2012/01"	"Essential (primary) hypertension"	"I10"	116
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	49
	"Jan., 2012"	"2012/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	178
	"Jan., 2012"	"2012/01"	"Hypertensive renal disease with renal failure"	"I12.0"	70
	"Jan., 2012"	"2012/01"	"Acute myocardial infarction, unspecified"	"I21.9"	658
	"Jan., 2012"	"2012/01"	"Acute ischaemic heart disease, unspecified"	"I24.9"	11
	"Jan., 2012"	"2012/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	397
	"Jan., 2012"	"2012/01"	"Atherosclerotic heart disease"	"I25.1"	1306
	"Jan., 2012"	"2012/01"	"Ischaemic cardiomyopathy"	"I25.5"	129
	"Jan., 2012"	"2012/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	92
	"Jan., 2012"	"2012/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	38
	"Jan., 2012"	"2012/01"	"Other secondary pulmonary hypertension"	"I27.2"	32
	"Jan., 2012"	"2012/01"	"Mitral (valve) insufficiency"	"I34.0"	16
	"Jan., 2012"	"2012/01"	"Aortic (valve) stenosis"	"I35.0"	84
	"Jan., 2012"	"2012/01"	"Endocarditis, valve unspecified"	"I38"	46
	"Jan., 2012"	"2012/01"	"Dilated cardiomyopathy"	"I42.0"	22
	"Jan., 2012"	"2012/01"	"Cardiomyopathy, unspecified"	"I42.9"	156
	"Jan., 2012"	"2012/01"	"Cardiac arrest, unspecified"	"I46.9"	53
	"Jan., 2012"	"2012/01"	"Atrial fibrillation and flutter"	"I48"	103
	"Jan., 2012"	"2012/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	25
	"Jan., 2012"	"2012/01"	"Congestive heart failure"	"I50.0"	198
	"Jan., 2012"	"2012/01"	"Heart failure, unspecified"	"I50.9"	11
	"Jan., 2012"	"2012/01"	"Cardiovascular disease, unspecified"	"I51.6"	25
	"Jan., 2012"	"2012/01"	"Heart disease, unspecified"	"I51.9"	59
	"Jan., 2012"	"2012/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	25
	"Jan., 2012"	"2012/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	97
	"Jan., 2012"	"2012/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	53
	"Jan., 2012"	"2012/01"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	11
	"Jan., 2012"	"2012/01"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	10
	"Jan., 2012"	"2012/01"	"Cerebral infarction, unspecified"	"I63.9"	19
	"Jan., 2012"	"2012/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	380
	"Jan., 2012"	"2012/01"	"Cerebral atherosclerosis"	"I67.2"	15
	"Jan., 2012"	"2012/01"	"Other specified cerebrovascular diseases"	"I67.8"	11
	"Jan., 2012"	"2012/01"	"Cerebrovascular disease, unspecified"	"I67.9"	65
	"Jan., 2012"	"2012/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	28
	"Jan., 2012"	"2012/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	49
	"Jan., 2012"	"2012/01"	"Dissection of aorta [any part]"	"I71.0"	20
	"Jan., 2012"	"2012/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	17
	"Jan., 2012"	"2012/01"	"Peripheral vascular disease, unspecified"	"I73.9"	46
	"Jan., 2012"	"2012/01"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	14
	"Jan., 2012"	"2012/01"	"Pneumonia, unspecified"	"J18.9"	196
	"Jan., 2012"	"2012/01"	"Emphysema, unspecified"	"J43.9"	54
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	103
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	21
	"Jan., 2012"	"2012/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	746
	"Jan., 2012"	"2012/01"	"Asthma, unspecified"	"J45.9"	18
	"Jan., 2012"	"2012/01"	"Pneumonitis due to food and vomit"	"J69.0"	101
	"Jan., 2012"	"2012/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	88
	"Jan., 2012"	"2012/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	12
	"Jan., 2012"	"2012/01"	"Pleural effusion, not elsewhere classified"	"J90"	10
	"Jan., 2012"	"2012/01"	"Respiratory failure, unspecified"	"J96.9"	14
	"Jan., 2012"	"2012/01"	"Other disorders of lung"	"J98.4"	16
	"Jan., 2012"	"2012/01"	"Acute vascular disorders of intestine"	"K55.0"	10
	"Jan., 2012"	"2012/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	24
	"Jan., 2012"	"2012/01"	"Other and unspecified intestinal obstruction"	"K56.6"	27
	"Jan., 2012"	"2012/01"	"Alcoholic cirrhosis of liver"	"K70.3"	72
	"Jan., 2012"	"2012/01"	"Alcoholic liver disease, unspecified"	"K70.9"	23
	"Jan., 2012"	"2012/01"	"Hepatic failure, unspecified"	"K72.9"	22
	"Jan., 2012"	"2012/01"	"Other and unspecified cirrhosis of liver"	"K74.6"	115
	"Jan., 2012"	"2012/01"	"Liver disease, unspecified"	"K76.9"	50
	"Jan., 2012"	"2012/01"	"Acute pancreatitis, unspecified"	"K85.9"	19
	"Jan., 2012"	"2012/01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	35
	"Jan., 2012"	"2012/01"	"Acute renal failure, unspecified"	"N17.9"	57
	"Jan., 2012"	"2012/01"	"Chronic kidney disease, stage 5"	"N18.5"	97
	"Jan., 2012"	"2012/01"	"Chronic renal failure, unspecified"	"N18.9"	34
	"Jan., 2012"	"2012/01"	"Unspecified renal failure"	"N19"	69
	"Jan., 2012"	"2012/01"	"Urinary tract infection, site not specified"	"N39.0"	39
	"Jan., 2012"	"2012/01"	"Extreme immaturity"	"P07.2"	10
	"Jan., 2012"	"2012/01"	"Respiratory arrest"	"R09.2"	10
	"Jan., 2012"	"2012/01"	"Malaise and fatigue"	"R53"	28
	"Jan., 2012"	"2012/01"	"Senility"	"R54"	211
	"Jan., 2012"	"2012/01"	"Other lack of expected normal physiological development"	"R62.8"	109
	"Jan., 2012"	"2012/01"	"Other specified general symptoms and signs"	"R68.8"	17
	"Jan., 2012"	"2012/01"	"Other ill-defined and unspecified causes of mortality"	"R99"	30
	"Jan., 2012"	"2012/01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	31
	"Jan., 2012"	"2012/01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	27
	"Jan., 2012"	"2012/01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	15
	"Jan., 2012"	"2012/01"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	10
	"Jan., 2012"	"2012/01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	20
	"Jan., 2012"	"2012/01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	25
	"Jan., 2012"	"2012/01"	"Other fall on same level"	"W18"	100
	"Jan., 2012"	"2012/01"	"Unspecified fall"	"W19"	77
	"Jan., 2012"	"2012/01"	"Drowning and submersion while in natural water"	"W69"	10
	"Jan., 2012"	"2012/01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	17
	"Jan., 2012"	"2012/01"	"Exposure to uncontrolled fire in building or structure"	"X00"	11
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	112
	"Jan., 2012"	"2012/01"	"Accidental poisoning by and exposure to alcohol"	"X45"	11
	"Jan., 2012"	"2012/01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	19
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	37
	"Jan., 2012"	"2012/01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10
	"Jan., 2012"	"2012/01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	45
	"Jan., 2012"	"2012/01"	"Intentional self-harm by handgun discharge"	"X72"	27
	"Jan., 2012"	"2012/01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	10
	"Jan., 2012"	"2012/01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	81
	"Jan., 2012"	"2012/01"	"Assault by handgun discharge"	"X93"	11
	"Jan., 2012"	"2012/01"	"Assault by other and unspecified firearm discharge"	"X95"	62
	"Jan., 2012"	"2012/01"	"Assault by unspecified means"	"Y09"	15
	"Jan., 2012"	"2012/01"	"Sequelae of other accidents"	"Y86"	12
	"Feb., 2012"	"2012/02"	"Enterocolitis due to Clostridium difficile"	"A04.7"	55
	"Feb., 2012"	"2012/02"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	12
	"Feb., 2012"	"2012/02"	"Septicaemia, unspecified"	"A41.9"	160
	"Feb., 2012"	"2012/02"	"Chronic viral hepatitis C"	"B18.2"	39
	"Feb., 2012"	"2012/02"	"HIV disease resulting in other specified conditions"	"B23.8"	12
	"Feb., 2012"	"2012/02"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	18
	"Feb., 2012"	"2012/02"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	11
	"Feb., 2012"	"2012/02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	86
	"Feb., 2012"	"2012/02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	58
	"Feb., 2012"	"2012/02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	252
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	17
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of rectum"	"C20"	31
	"Feb., 2012"	"2012/02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	48
	"Feb., 2012"	"2012/02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	27
	"Feb., 2012"	"2012/02"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	62
	"Feb., 2012"	"2012/02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	239
	"Feb., 2012"	"2012/02"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	27
	"Feb., 2012"	"2012/02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	985
	"Feb., 2012"	"2012/02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	60
	"Feb., 2012"	"2012/02"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	15
	"Feb., 2012"	"2012/02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	19
	"Feb., 2012"	"2012/02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	250
	"Feb., 2012"	"2012/02"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	35
	"Feb., 2012"	"2012/02"	"Endometrium - Malignant neoplasms"	"C54.1"	17
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of uterus, part unspecified"	"C55"	15
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of ovary"	"C56"	93
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of prostate"	"C61"	165
	"Feb., 2012"	"2012/02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	69
	"Feb., 2012"	"2012/02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	90
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	84
	"Feb., 2012"	"2012/02"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	38
	"Feb., 2012"	"2012/02"	"Malignant neoplasm without specification of site"	"C80"	144
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	12
	"Feb., 2012"	"2012/02"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	88
	"Feb., 2012"	"2012/02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	69
	"Feb., 2012"	"2012/02"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	24
	"Feb., 2012"	"2012/02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	45
	"Feb., 2012"	"2012/02"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	18
	"Feb., 2012"	"2012/02"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	18
	"Feb., 2012"	"2012/02"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	16
	"Feb., 2012"	"2012/02"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	21
	"Feb., 2012"	"2012/02"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	51
	"Feb., 2012"	"2012/02"	"Coagulation defect, unspecified"	"D68.9"	11
	"Feb., 2012"	"2012/02"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	20
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	27
	"Feb., 2012"	"2012/02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	83
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	64
	"Feb., 2012"	"2012/02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	223
	"Feb., 2012"	"2012/02"	"Other obesity"	"E66.8"	20
	"Feb., 2012"	"2012/02"	"Obesity, unspecified"	"E66.9"	11
	"Feb., 2012"	"2012/02"	"Pure hypercholesterolaemia"	"E78.0"	12
	"Feb., 2012"	"2012/02"	"Hyperlipidaemia, unspecified"	"E78.5"	68
	"Feb., 2012"	"2012/02"	"Vascular dementia, unspecified"	"F01.9"	49
	"Feb., 2012"	"2012/02"	"Unspecified dementia"	"F03"	734
	"Feb., 2012"	"2012/02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	26
	"Feb., 2012"	"2012/02"	"Motor neuron disease"	"G12.2"	35
	"Feb., 2012"	"2012/02"	"Parkinson disease"	"G20"	152
	"Feb., 2012"	"2012/02"	"Alzheimer disease with late onset"	"G30.1"	19
	"Feb., 2012"	"2012/02"	"Alzheimer disease, unspecified"	"G30.9"	342
	"Feb., 2012"	"2012/02"	"Other specified degenerative diseases of nervous system"	"G31.8"	12
	"Feb., 2012"	"2012/02"	"Degenerative disease of nervous system, unspecified"	"G31.9"	89
	"Feb., 2012"	"2012/02"	"Multiple sclerosis"	"G35"	14
	"Feb., 2012"	"2012/02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	31
	"Feb., 2012"	"2012/02"	"Encephalopathy, unspecified"	"G93.4"	12
	"Feb., 2012"	"2012/02"	"Essential (primary) hypertension"	"I10"	102
	"Feb., 2012"	"2012/02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	60
	"Feb., 2012"	"2012/02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	144
	"Feb., 2012"	"2012/02"	"Hypertensive renal disease with renal failure"	"I12.0"	60
	"Feb., 2012"	"2012/02"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	14
	"Feb., 2012"	"2012/02"	"Acute myocardial infarction, unspecified"	"I21.9"	622
	"Feb., 2012"	"2012/02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	355
	"Feb., 2012"	"2012/02"	"Atherosclerotic heart disease"	"I25.1"	1149
	"Feb., 2012"	"2012/02"	"Ischaemic cardiomyopathy"	"I25.5"	124
	"Feb., 2012"	"2012/02"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	88
	"Feb., 2012"	"2012/02"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	25
	"Feb., 2012"	"2012/02"	"Other secondary pulmonary hypertension"	"I27.2"	25
	"Feb., 2012"	"2012/02"	"Aortic (valve) stenosis"	"I35.0"	70
	"Feb., 2012"	"2012/02"	"Endocarditis, valve unspecified"	"I38"	37
	"Feb., 2012"	"2012/02"	"Dilated cardiomyopathy"	"I42.0"	16
	"Feb., 2012"	"2012/02"	"Cardiomyopathy, unspecified"	"I42.9"	163
	"Feb., 2012"	"2012/02"	"Cardiac arrest, unspecified"	"I46.9"	41
	"Feb., 2012"	"2012/02"	"Atrial fibrillation and flutter"	"I48"	80
	"Feb., 2012"	"2012/02"	"Cardiac arrhythmia, unspecified"	"I49.9"	19
	"Feb., 2012"	"2012/02"	"Congestive heart failure"	"I50.0"	196
	"Feb., 2012"	"2012/02"	"Heart failure, unspecified"	"I50.9"	16
	"Feb., 2012"	"2012/02"	"Cardiovascular disease, unspecified"	"I51.6"	31
	"Feb., 2012"	"2012/02"	"Heart disease, unspecified"	"I51.9"	55
	"Feb., 2012"	"2012/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	25
	"Feb., 2012"	"2012/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	78
	"Feb., 2012"	"2012/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	44
	"Feb., 2012"	"2012/02"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	11
	"Feb., 2012"	"2012/02"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	10
	"Feb., 2012"	"2012/02"	"Cerebral infarction, unspecified"	"I63.9"	15
	"Feb., 2012"	"2012/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	341
	"Feb., 2012"	"2012/02"	"Cerebral atherosclerosis"	"I67.2"	14
	"Feb., 2012"	"2012/02"	"Cerebrovascular disease, unspecified"	"I67.9"	66
	"Feb., 2012"	"2012/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	19
	"Feb., 2012"	"2012/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	15
	"Feb., 2012"	"2012/02"	"Generalized and unspecified atherosclerosis"	"I70.9"	46
	"Feb., 2012"	"2012/02"	"Dissection of aorta [any part]"	"I71.0"	16
	"Feb., 2012"	"2012/02"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	18
	"Feb., 2012"	"2012/02"	"Peripheral vascular disease, unspecified"	"I73.9"	54
	"Feb., 2012"	"2012/02"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	20
	"Feb., 2012"	"2012/02"	"Pneumonia, unspecified"	"J18.9"	162
	"Feb., 2012"	"2012/02"	"Emphysema, unspecified"	"J43.9"	56
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	94
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	21
	"Feb., 2012"	"2012/02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	676
	"Feb., 2012"	"2012/02"	"Asthma, unspecified"	"J45.9"	21
	"Feb., 2012"	"2012/02"	"Pneumonitis due to food and vomit"	"J69.0"	81
	"Feb., 2012"	"2012/02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	87
	"Feb., 2012"	"2012/02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	12
	"Feb., 2012"	"2012/02"	"Respiratory failure, unspecified"	"J96.9"	19
	"Feb., 2012"	"2012/02"	"Other disorders of lung"	"J98.4"	21
	"Feb., 2012"	"2012/02"	"Vascular disorder of intestine, unspecified"	"K55.9"	29
	"Feb., 2012"	"2012/02"	"Other and unspecified intestinal obstruction"	"K56.6"	16
	"Feb., 2012"	"2012/02"	"Alcoholic cirrhosis of liver"	"K70.3"	78
	"Feb., 2012"	"2012/02"	"Alcoholic liver disease, unspecified"	"K70.9"	16
	"Feb., 2012"	"2012/02"	"Hepatic failure, unspecified"	"K72.9"	14
	"Feb., 2012"	"2012/02"	"Other and unspecified cirrhosis of liver"	"K74.6"	119
	"Feb., 2012"	"2012/02"	"Liver disease, unspecified"	"K76.9"	35
	"Feb., 2012"	"2012/02"	"Acute pancreatitis, unspecified"	"K85.9"	13
	"Feb., 2012"	"2012/02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	40
