"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2012"	"2012/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	34
	"Jan., 2012"	"2012/01"	"Septicaemia, unspecified"	"A41.9"	174
	"Jan., 2012"	"2012/01"	"Chronic viral hepatitis C"	"B18.2"	22
	"Jan., 2012"	"2012/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	75
	"Jan., 2012"	"2012/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	38
	"Jan., 2012"	"2012/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	194
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	11
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of rectum"	"C20"	40
	"Jan., 2012"	"2012/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	34
	"Jan., 2012"	"2012/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	24
	"Jan., 2012"	"2012/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	27
	"Jan., 2012"	"2012/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	180
	"Jan., 2012"	"2012/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	15
	"Jan., 2012"	"2012/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	647
	"Jan., 2012"	"2012/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	44
	"Jan., 2012"	"2012/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	13
	"Jan., 2012"	"2012/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	22
	"Jan., 2012"	"2012/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	167
	"Jan., 2012"	"2012/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	12
	"Jan., 2012"	"2012/01"	"Endometrium - Malignant neoplasms"	"C54.1"	21
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	19
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of ovary"	"C56"	61
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of prostate"	"C61"	107
	"Jan., 2012"	"2012/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	56
	"Jan., 2012"	"2012/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	74
	"Jan., 2012"	"2012/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	56
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	16
	"Jan., 2012"	"2012/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	20
	"Jan., 2012"	"2012/01"	"Malignant neoplasm without specification of site"	"C80"	112
	"Jan., 2012"	"2012/01"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	10
	"Jan., 2012"	"2012/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	66
	"Jan., 2012"	"2012/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	46
	"Jan., 2012"	"2012/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	29
	"Jan., 2012"	"2012/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	36
	"Jan., 2012"	"2012/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	14
	"Jan., 2012"	"2012/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	11
	"Jan., 2012"	"2012/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	16
	"Jan., 2012"	"2012/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	35
	"Jan., 2012"	"2012/01"	"Anaemia, unspecified"	"D64.9"	24
	"Jan., 2012"	"2012/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	13
	"Jan., 2012"	"2012/01"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	12
