"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2017"	"2017/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	27
	"Jan., 2017"	"2017/01"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	12
	"Jan., 2017"	"2017/01"	"Septicaemia, unspecified"	"A41.9"	360
	"Jan., 2017"	"2017/01"	"Chronic viral hepatitis C"	"B18.2"	41
	"Jan., 2017"	"2017/01"	"HIV disease resulting in other specified conditions"	"B23.8"	16
	"Jan., 2017"	"2017/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	20
	"Jan., 2017"	"2017/01"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	14
	"Jan., 2017"	"2017/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	71
	"Jan., 2017"	"2017/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	65
	"Jan., 2017"	"2017/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	240
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	21
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectum"	"C20"	38
	"Jan., 2017"	"2017/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	83
	"Jan., 2017"	"2017/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	42
	"Jan., 2017"	"2017/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	61
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of gallbladder"	"C23"	18
	"Jan., 2017"	"2017/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	226
	"Jan., 2017"	"2017/01"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	11
	"Jan., 2017"	"2017/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	14
	"Jan., 2017"	"2017/01"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	12
	"Jan., 2017"	"2017/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	747
	"Jan., 2017"	"2017/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	36
	"Jan., 2017"	"2017/01"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	10
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	18
	"Jan., 2017"	"2017/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	10
	"Jan., 2017"	"2017/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	28
	"Jan., 2017"	"2017/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	228
	"Jan., 2017"	"2017/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	41
