"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2000"	"2000/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	14
	"Jan., 2000"	"2000/01"	"Septicaemia, unspecified"	"A41.9"	68
	"Jan., 2000"	"2000/01"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	13
	"Jan., 2000"	"2000/01"	"Acute hepatitis C"	"B17.1"	62
	"Jan., 2000"	"2000/01"	"Chronic viral hepatitis C"	"B18.2"	13
	"Jan., 2000"	"2000/01"	"HIV disease resulting in multiple infections"	"B20.7"	14
	"Jan., 2000"	"2000/01"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	17
	"Jan., 2000"	"2000/01"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	19
	"Jan., 2000"	"2000/01"	"HIV disease resulting in other specified conditions"	"B23.8"	24
	"Jan., 2000"	"2000/01"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	17
	"Jan., 2000"	"2000/01"	"Viral infection, unspecified"	"B34.9"	11
	"Jan., 2000"	"2000/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	18
	"Jan., 2000"	"2000/01"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	16
	"Jan., 2000"	"2000/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	102
	"Jan., 2000"	"2000/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	121
	"Jan., 2000"	"2000/01"	"Ascending colon - Malignant neoplasms"	"C18.2"	25
	"Jan., 2000"	"2000/01"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	11
	"Jan., 2000"	"2000/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	336
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	23
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of rectum"	"C20"	48
	"Jan., 2000"	"2000/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	77
	"Jan., 2000"	"2000/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	21
	"Jan., 2000"	"2000/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	39
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of gallbladder"	"C23"	18
