"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2017"	"2017/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	72
	"Jan., 2017"	"2017/01"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	19
	"Jan., 2017"	"2017/01"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	10
	"Jan., 2017"	"2017/01"	"Septicaemia, unspecified"	"A41.9"	160
	"Jan., 2017"	"2017/01"	"Chronic viral hepatitis C"	"B18.2"	74
	"Jan., 2017"	"2017/01"	"HIV disease resulting in other specified conditions"	"B23.8"	13
	"Jan., 2017"	"2017/01"	"Other viral infections of unspecified site"	"B34.8"	15
	"Jan., 2017"	"2017/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	28
	"Jan., 2017"	"2017/01"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	13
	"Jan., 2017"	"2017/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	120
	"Jan., 2017"	"2017/01"	"Cardia - Malignant neoplasms"	"C16.0"	14
	"Jan., 2017"	"2017/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	129
	"Jan., 2017"	"2017/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	329
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	30
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectum"	"C20"	74
	"Jan., 2017"	"2017/01"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	12
	"Jan., 2017"	"2017/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	127
	"Jan., 2017"	"2017/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	62
	"Jan., 2017"	"2017/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	94
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of gallbladder"	"C23"	31
	"Jan., 2017"	"2017/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	390
	"Jan., 2017"	"2017/01"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	12
	"Jan., 2017"	"2017/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	25
	"Jan., 2017"	"2017/01"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	11
	"Jan., 2017"	"2017/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1007
	"Jan., 2017"	"2017/01"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	14
	"Jan., 2017"	"2017/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	49
	"Jan., 2017"	"2017/01"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	17
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	14
	"Jan., 2017"	"2017/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	12
	"Jan., 2017"	"2017/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	37
	"Jan., 2017"	"2017/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	411
	"Jan., 2017"	"2017/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	37
	"Jan., 2017"	"2017/01"	"Endometrium - Malignant neoplasms"	"C54.1"	37
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	56
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of ovary"	"C56"	146
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of prostate"	"C61"	313
	"Jan., 2017"	"2017/01"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	10
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	115
	"Jan., 2017"	"2017/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	126
	"Jan., 2017"	"2017/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	128
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of thyroid gland"	"C73"	24
	"Jan., 2017"	"2017/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	20
	"Jan., 2017"	"2017/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	16
	"Jan., 2017"	"2017/01"	"Malignant neoplasm without specification of site"	"C80"	190
	"Jan., 2017"	"2017/01"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	10
	"Jan., 2017"	"2017/01"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	11
	"Jan., 2017"	"2017/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	40
	"Jan., 2017"	"2017/01"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	32
	"Jan., 2017"	"2017/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	98
	"Jan., 2017"	"2017/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	117
