"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2006"	"2006/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	56
	"Jan., 2006"	"2006/01"	"Septicaemia, unspecified"	"A41.9"	161
	"Jan., 2006"	"2006/01"	"Chronic viral hepatitis C"	"B18.2"	46
	"Jan., 2006"	"2006/01"	"HIV disease resulting in multiple infections"	"B20.7"	10
	"Jan., 2006"	"2006/01"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	14
	"Jan., 2006"	"2006/01"	"HIV disease resulting in other specified conditions"	"B23.8"	31
	"Jan., 2006"	"2006/01"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	55
	"Jan., 2006"	"2006/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	17
	"Jan., 2006"	"2006/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	78
	"Jan., 2006"	"2006/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	58
	"Jan., 2006"	"2006/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	272
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	19
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of rectum"	"C20"	37
	"Jan., 2006"	"2006/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	43
	"Jan., 2006"	"2006/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	16
	"Jan., 2006"	"2006/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	38
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of gallbladder"	"C23"	14
	"Jan., 2006"	"2006/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	202
	"Jan., 2006"	"2006/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	38
	"Jan., 2006"	"2006/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1083
	"Jan., 2006"	"2006/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	50
	"Jan., 2006"	"2006/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	10
	"Jan., 2006"	"2006/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	21
	"Jan., 2006"	"2006/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	240
	"Jan., 2006"	"2006/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	29
	"Jan., 2006"	"2006/01"	"Endometrium - Malignant neoplasms"	"C54.1"	22
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	26
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of ovary"	"C56"	66
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of prostate"	"C61"	193
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	74
	"Jan., 2006"	"2006/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	86
	"Jan., 2006"	"2006/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	70
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of thyroid gland"	"C73"	10
	"Jan., 2006"	"2006/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	12
	"Jan., 2006"	"2006/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	31
	"Jan., 2006"	"2006/01"	"Malignant neoplasm without specification of site"	"C80"	150
	"Jan., 2006"	"2006/01"	"Hodgkin disease, unspecified"	"C81.9"	12
	"Jan., 2006"	"2006/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	91
	"Jan., 2006"	"2006/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	72
	"Jan., 2006"	"2006/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	29
	"Jan., 2006"	"2006/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	62
	"Jan., 2006"	"2006/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	12
	"Jan., 2006"	"2006/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	17
	"Jan., 2006"	"2006/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	24
	"Jan., 2006"	"2006/01"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	14
	"Jan., 2006"	"2006/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	46
	"Jan., 2006"	"2006/01"	"Anaemia, unspecified"	"D64.9"	14
	"Jan., 2006"	"2006/01"	"Hypothyroidism, unspecified"	"E03.9"	17
	"Jan., 2006"	"2006/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	29
	"Jan., 2006"	"2006/01"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	12
	"Jan., 2006"	"2006/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	111
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	17
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	261
	"Jan., 2006"	"2006/01"	"Other obesity"	"E66.8"	13
	"Jan., 2006"	"2006/01"	"Pure hypercholesterolaemia"	"E78.0"	16
	"Jan., 2006"	"2006/01"	"Hyperlipidaemia, unspecified"	"E78.5"	54
	"Jan., 2006"	"2006/01"	"Volume depletion"	"E86"	23
	"Jan., 2006"	"2006/01"	"Multi-infarct dementia"	"F01.1"	14
	"Jan., 2006"	"2006/01"	"Vascular dementia, unspecified"	"F01.9"	49
	"Jan., 2006"	"2006/01"	"Unspecified dementia"	"F03"	462
	"Jan., 2006"	"2006/01"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	26
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11
	"Jan., 2006"	"2006/01"	"Motor neuron disease"	"G12.2"	35
	"Jan., 2006"	"2006/01"	"Parkinson disease"	"G20"	146
	"Jan., 2006"	"2006/01"	"Alzheimer disease with late onset"	"G30.1"	11
	"Jan., 2006"	"2006/01"	"Alzheimer disease, unspecified"	"G30.9"	431
	"Jan., 2006"	"2006/01"	"Degenerative disease of nervous system, unspecified"	"G31.9"	51
	"Jan., 2006"	"2006/01"	"Multiple sclerosis"	"G35"	15
	"Jan., 2006"	"2006/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	22
	"Jan., 2006"	"2006/01"	"Essential (primary) hypertension"	"I10"	86
	"Jan., 2006"	"2006/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	61
	"Jan., 2006"	"2006/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	141
	"Jan., 2006"	"2006/01"	"Hypertensive renal disease with renal failure"	"I12.0"	69
	"Jan., 2006"	"2006/01"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	11
	"Jan., 2006"	"2006/01"	"Acute myocardial infarction, unspecified"	"I21.9"	824
