"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2006"	"2006/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	50
	"Jan., 2006"	"2006/01"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	11
	"Jan., 2006"	"2006/01"	"Septicaemia, unspecified"	"A41.9"	79
	"Jan., 2006"	"2006/01"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	10
	"Jan., 2006"	"2006/01"	"Chronic viral hepatitis C"	"B18.2"	97
	"Jan., 2006"	"2006/01"	"HIV disease resulting in multiple infections"	"B20.7"	15
	"Jan., 2006"	"2006/01"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	12
	"Jan., 2006"	"2006/01"	"HIV disease resulting in other specified conditions"	"B23.8"	16
	"Jan., 2006"	"2006/01"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	24
	"Jan., 2006"	"2006/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	31
	"Jan., 2006"	"2006/01"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	12
	"Jan., 2006"	"2006/01"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	10
	"Jan., 2006"	"2006/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	105
	"Jan., 2006"	"2006/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	125
	"Jan., 2006"	"2006/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	334
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	17
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of rectum"	"C20"	49
	"Jan., 2006"	"2006/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	81
	"Jan., 2006"	"2006/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	36
	"Jan., 2006"	"2006/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	61
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of gallbladder"	"C23"	17
	"Jan., 2006"	"2006/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	287
	"Jan., 2006"	"2006/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	17
	"Jan., 2006"	"2006/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	1132
	"Jan., 2006"	"2006/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	45
	"Jan., 2006"	"2006/01"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	11
	"Jan., 2006"	"2006/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	12
	"Jan., 2006"	"2006/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	19
	"Jan., 2006"	"2006/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	370
	"Jan., 2006"	"2006/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	44
	"Jan., 2006"	"2006/01"	"Endometrium - Malignant neoplasms"	"C54.1"	29
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	36
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of ovary"	"C56"	126
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of prostate"	"C61"	238
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	103
	"Jan., 2006"	"2006/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	115
	"Jan., 2006"	"2006/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	114
	"Jan., 2006"	"2006/01"	"Malignant neoplasm of thyroid gland"	"C73"	12
	"Jan., 2006"	"2006/01"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	10
	"Jan., 2006"	"2006/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	22
	"Jan., 2006"	"2006/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	25
	"Jan., 2006"	"2006/01"	"Malignant neoplasm without specification of site"	"C80"	173
	"Jan., 2006"	"2006/01"	"Hodgkin disease, unspecified"	"C81.9"	12
	"Jan., 2006"	"2006/01"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	10
	"Jan., 2006"	"2006/01"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	15
	"Jan., 2006"	"2006/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	117
	"Jan., 2006"	"2006/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	80
	"Jan., 2006"	"2006/01"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	18
	"Jan., 2006"	"2006/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	41
	"Jan., 2006"	"2006/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	70
	"Jan., 2006"	"2006/01"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	11
	"Jan., 2006"	"2006/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	18
	"Jan., 2006"	"2006/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	22
	"Jan., 2006"	"2006/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	23
	"Jan., 2006"	"2006/01"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	20
	"Jan., 2006"	"2006/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	50
	"Jan., 2006"	"2006/01"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	10
	"Jan., 2006"	"2006/01"	"Hypothyroidism, unspecified"	"E03.9"	10
	"Jan., 2006"	"2006/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	22
	"Jan., 2006"	"2006/01"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	11
	"Jan., 2006"	"2006/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	147
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	23
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	23
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	45
	"Jan., 2006"	"2006/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	371
	"Jan., 2006"	"2006/01"	"Unspecified protein-energy malnutrition"	"E46"	16
	"Jan., 2006"	"2006/01"	"Other obesity"	"E66.8"	35
	"Jan., 2006"	"2006/01"	"Obesity, unspecified"	"E66.9"	13
	"Jan., 2006"	"2006/01"	"Pure hypercholesterolaemia"	"E78.0"	25
	"Jan., 2006"	"2006/01"	"Hyperlipidaemia, unspecified"	"E78.5"	46
	"Jan., 2006"	"2006/01"	"Multi-infarct dementia"	"F01.1"	36
	"Jan., 2006"	"2006/01"	"Vascular dementia, unspecified"	"F01.9"	88
	"Jan., 2006"	"2006/01"	"Unspecified dementia"	"F03"	399
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	13
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	57
	"Jan., 2006"	"2006/01"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	22
	"Jan., 2006"	"2006/01"	"Motor neuron disease"	"G12.2"	51
	"Jan., 2006"	"2006/01"	"Parkinson disease"	"G20"	194
	"Jan., 2006"	"2006/01"	"Alzheimer disease, unspecified"	"G30.9"	793
	"Jan., 2006"	"2006/01"	"Other specified degenerative diseases of nervous system"	"G31.8"	11
	"Jan., 2006"	"2006/01"	"Multiple sclerosis"	"G35"	38
	"Jan., 2006"	"2006/01"	"Epilepsy, unspecified"	"G40.9"	10
	"Jan., 2006"	"2006/01"	"Infantile cerebral palsy, unspecified"	"G80.9"	23
	"Jan., 2006"	"2006/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	18
	"Jan., 2006"	"2006/01"	"Mitral valve disease, unspecified"	"I05.9"	14
	"Jan., 2006"	"2006/01"	"Essential (primary) hypertension"	"I10"	190
	"Jan., 2006"	"2006/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	177
	"Jan., 2006"	"2006/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	237
	"Jan., 2006"	"2006/01"	"Hypertensive renal disease with renal failure"	"I12.0"	124
	"Jan., 2006"	"2006/01"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	32
	"Jan., 2006"	"2006/01"	"Acute myocardial infarction, unspecified"	"I21.9"	1386
	"Jan., 2006"	"2006/01"	"Acute ischaemic heart disease, unspecified"	"I24.9"	16
	"Jan., 2006"	"2006/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	758
	"Jan., 2006"	"2006/01"	"Atherosclerotic heart disease"	"I25.1"	2364
	"Jan., 2006"	"2006/01"	"Ischaemic cardiomyopathy"	"I25.5"	96
	"Jan., 2006"	"2006/01"	"Other forms of chronic ischaemic heart disease"	"I25.8"	30
	"Jan., 2006"	"2006/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	90
	"Jan., 2006"	"2006/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	23
	"Jan., 2006"	"2006/01"	"Other secondary pulmonary hypertension"	"I27.2"	28
	"Jan., 2006"	"2006/01"	"Acute and subacute infective endocarditis"	"I33.0"	12
	"Jan., 2006"	"2006/01"	"Mitral (valve) insufficiency"	"I34.0"	14
	"Jan., 2006"	"2006/01"	"Aortic (valve) stenosis"	"I35.0"	108
	"Jan., 2006"	"2006/01"	"Aortic valve disorder, unspecified"	"I35.9"	19
	"Jan., 2006"	"2006/01"	"Endocarditis, valve unspecified"	"I38"	33
	"Jan., 2006"	"2006/01"	"Dilated cardiomyopathy"	"I42.0"	62
	"Jan., 2006"	"2006/01"	"Other hypertrophic cardiomyopathy"	"I42.2"	22
	"Jan., 2006"	"2006/01"	"Cardiomyopathy, unspecified"	"I42.9"	181
	"Jan., 2006"	"2006/01"	"Atrial fibrillation and flutter"	"I48"	94
	"Jan., 2006"	"2006/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	16
	"Jan., 2006"	"2006/01"	"Congestive heart failure"	"I50.0"	418
	"Jan., 2006"	"2006/01"	"Cardiovascular disease, unspecified"	"I51.6"	49
	"Jan., 2006"	"2006/01"	"Cardiomegaly"	"I51.7"	31
	"Jan., 2006"	"2006/01"	"Heart disease, unspecified"	"I51.9"	11
	"Jan., 2006"	"2006/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	44
	"Jan., 2006"	"2006/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	145
	"Jan., 2006"	"2006/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	81
	"Jan., 2006"	"2006/01"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	15
	"Jan., 2006"	"2006/01"	"Cerebral infarction, unspecified"	"I63.9"	29
	"Jan., 2006"	"2006/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	733
	"Jan., 2006"	"2006/01"	"Cerebrovascular disease, unspecified"	"I67.9"	30
	"Jan., 2006"	"2006/01"	"Sequelae of cerebral infarction"	"I69.3"	12
	"Jan., 2006"	"2006/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	195
	"Jan., 2006"	"2006/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	146
	"Jan., 2006"	"2006/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	85
	"Jan., 2006"	"2006/01"	"Dissection of aorta [any part]"	"I71.0"	40
	"Jan., 2006"	"2006/01"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	11
	"Jan., 2006"	"2006/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	38
	"Jan., 2006"	"2006/01"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	10
	"Jan., 2006"	"2006/01"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	15
	"Jan., 2006"	"2006/01"	"Peripheral vascular disease, unspecified"	"I73.9"	52
	"Jan., 2006"	"2006/01"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	21
	"Jan., 2006"	"2006/01"	"Influenza with pneumonia, virus not identified"	"J11.0"	10
	"Jan., 2006"	"2006/01"	"Pneumonia due to staphylococcus"	"J15.2"	22
	"Jan., 2006"	"2006/01"	"Pneumonia due to other streptococci"	"J15.4"	12
	"Jan., 2006"	"2006/01"	"Bacterial pneumonia, unspecified"	"J15.9"	49
	"Jan., 2006"	"2006/01"	"Bronchopneumonia, unspecified"	"J18.0"	24
	"Jan., 2006"	"2006/01"	"Lobar pneumonia, unspecified"	"J18.1"	21
	"Jan., 2006"	"2006/01"	"Pneumonia, unspecified"	"J18.9"	843
	"Jan., 2006"	"2006/01"	"Emphysema, unspecified"	"J43.9"	134
	"Jan., 2006"	"2006/01"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	39
	"Jan., 2006"	"2006/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1191
	"Jan., 2006"	"2006/01"	"Asthma, unspecified"	"J45.9"	54
	"Jan., 2006"	"2006/01"	"Bronchiectasis"	"J47"	10
	"Jan., 2006"	"2006/01"	"Pneumonitis due to food and vomit"	"J69.0"	81
	"Jan., 2006"	"2006/01"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	118
	"Jan., 2006"	"2006/01"	"Interstitial pulmonary disease, unspecified"	"J84.9"	36
	"Jan., 2006"	"2006/01"	"Other disorders of lung"	"J98.4"	18
	"Jan., 2006"	"2006/01"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	13
	"Jan., 2006"	"2006/01"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	11
	"Jan., 2006"	"2006/01"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	15
	"Jan., 2006"	"2006/01"	"Acute vascular disorders of intestine"	"K55.0"	27
	"Jan., 2006"	"2006/01"	"Vascular disorder of intestine, unspecified"	"K55.9"	56
	"Jan., 2006"	"2006/01"	"Other and unspecified intestinal obstruction"	"K56.6"	16
	"Jan., 2006"	"2006/01"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	15
	"Jan., 2006"	"2006/01"	"Perforation of intestine (nontraumatic)"	"K63.1"	13
	"Jan., 2006"	"2006/01"	"Alcoholic hepatitis"	"K70.1"	10
	"Jan., 2006"	"2006/01"	"Alcoholic cirrhosis of liver"	"K70.3"	184
	"Jan., 2006"	"2006/01"	"Alcoholic hepatic failure"	"K70.4"	20
	"Jan., 2006"	"2006/01"	"Alcoholic liver disease, unspecified"	"K70.9"	51
	"Jan., 2006"	"2006/01"	"Hepatic failure, unspecified"	"K72.9"	16
