"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2017"	"2017/01"	"Enterocolitis due to Clostridium difficile"	"A04.7"	22
	"Jan., 2017"	"2017/01"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	17
	"Jan., 2017"	"2017/01"	"Septicaemia, unspecified"	"A41.9"	261
	"Jan., 2017"	"2017/01"	"Chronic viral hepatitis C"	"B18.2"	25
	"Jan., 2017"	"2017/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	12
	"Jan., 2017"	"2017/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	69
	"Jan., 2017"	"2017/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	67
	"Jan., 2017"	"2017/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	205
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	17
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of rectum"	"C20"	40
	"Jan., 2017"	"2017/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	44
	"Jan., 2017"	"2017/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	33
	"Jan., 2017"	"2017/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	38
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of gallbladder"	"C23"	11
	"Jan., 2017"	"2017/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	218
	"Jan., 2017"	"2017/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	13
	"Jan., 2017"	"2017/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	737
	"Jan., 2017"	"2017/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	34
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	15
	"Jan., 2017"	"2017/01"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	11
	"Jan., 2017"	"2017/01"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	18
	"Jan., 2017"	"2017/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	229
	"Jan., 2017"	"2017/01"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	12
	"Jan., 2017"	"2017/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	23
	"Jan., 2017"	"2017/01"	"Endometrium - Malignant neoplasms"	"C54.1"	35
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	38
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of ovary"	"C56"	69
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of prostate"	"C61"	168
	"Jan., 2017"	"2017/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	73
	"Jan., 2017"	"2017/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	86
	"Jan., 2017"	"2017/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	77
	"Jan., 2017"	"2017/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	13
	"Jan., 2017"	"2017/01"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	17
	"Jan., 2017"	"2017/01"	"Malignant neoplasm without specification of site"	"C80"	176
	"Jan., 2017"	"2017/01"	"Hodgkin disease, unspecified"	"C81.9"	10
	"Jan., 2017"	"2017/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	15
	"Jan., 2017"	"2017/01"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	26
	"Jan., 2017"	"2017/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	52
	"Jan., 2017"	"2017/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	68
	"Jan., 2017"	"2017/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	26
	"Jan., 2017"	"2017/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	46
	"Jan., 2017"	"2017/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	16
	"Jan., 2017"	"2017/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	17
	"Jan., 2017"	"2017/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	33
	"Jan., 2017"	"2017/01"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	10
	"Jan., 2017"	"2017/01"	"Anaemia, unspecified"	"D64.9"	14
	"Jan., 2017"	"2017/01"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	21
	"Jan., 2017"	"2017/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	34
	"Jan., 2017"	"2017/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	12
	"Jan., 2017"	"2017/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	83
	"Jan., 2017"	"2017/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	10
	"Jan., 2017"	"2017/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	186
	"Jan., 2017"	"2017/01"	"Other obesity"	"E66.8"	19
	"Jan., 2017"	"2017/01"	"Pure hypercholesterolaemia"	"E78.0"	10
	"Jan., 2017"	"2017/01"	"Hyperlipidaemia, unspecified"	"E78.5"	51
	"Jan., 2017"	"2017/01"	"Acidosis"	"E87.2"	14
	"Jan., 2017"	"2017/01"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	15
	"Jan., 2017"	"2017/01"	"Vascular dementia, unspecified"	"F01.9"	46
	"Jan., 2017"	"2017/01"	"Unspecified dementia"	"F03"	659
	"Jan., 2017"	"2017/01"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13
	"Jan., 2017"	"2017/01"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	26
	"Jan., 2017"	"2017/01"	"Motor neuron disease"	"G12.2"	25
	"Jan., 2017"	"2017/01"	"Parkinson disease"	"G20"	117
	"Jan., 2017"	"2017/01"	"Alzheimer disease with late onset"	"G30.1"	13
	"Jan., 2017"	"2017/01"	"Alzheimer disease, unspecified"	"G30.9"	351
	"Jan., 2017"	"2017/01"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	62
	"Jan., 2017"	"2017/01"	"Other specified degenerative diseases of nervous system"	"G31.8"	16
	"Jan., 2017"	"2017/01"	"Multiple sclerosis"	"G35"	19
	"Jan., 2017"	"2017/01"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	34
	"Jan., 2017"	"2017/01"	"Essential (primary) hypertension"	"I10"	190
	"Jan., 2017"	"2017/01"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	108
	"Jan., 2017"	"2017/01"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	249
	"Jan., 2017"	"2017/01"	"Hypertensive renal disease with renal failure"	"I12.0"	78
	"Jan., 2017"	"2017/01"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	17
	"Jan., 2017"	"2017/01"	"Acute subendocardial myocardial infarction"	"I21.4"	26
	"Jan., 2017"	"2017/01"	"Acute myocardial infarction, unspecified"	"I21.9"	578
	"Jan., 2017"	"2017/01"	"Acute ischaemic heart disease, unspecified"	"I24.9"	13
	"Jan., 2017"	"2017/01"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	428
	"Jan., 2017"	"2017/01"	"Atherosclerotic heart disease"	"I25.1"	1738
	"Jan., 2017"	"2017/01"	"Ischaemic cardiomyopathy"	"I25.5"	38
	"Jan., 2017"	"2017/01"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	68
	"Jan., 2017"	"2017/01"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	40
	"Jan., 2017"	"2017/01"	"Other secondary pulmonary hypertension"	"I27.2"	32
	"Jan., 2017"	"2017/01"	"Acute and subacute infective endocarditis"	"I33.0"	10
	"Jan., 2017"	"2017/01"	"Mitral (valve) insufficiency"	"I34.0"	12
	"Jan., 2017"	"2017/01"	"Aortic (valve) stenosis"	"I35.0"	77
	"Jan., 2017"	"2017/01"	"Endocarditis, valve unspecified"	"I38"	35
	"Jan., 2017"	"2017/01"	"Dilated cardiomyopathy"	"I42.0"	15
	"Jan., 2017"	"2017/01"	"Cardiomyopathy, unspecified"	"I42.9"	69
	"Jan., 2017"	"2017/01"	"Cardiac arrest, unspecified"	"I46.9"	80
	"Jan., 2017"	"2017/01"	"Atrial fibrillation and flutter"	"I48"	124
	"Jan., 2017"	"2017/01"	"Cardiac arrhythmia, unspecified"	"I49.9"	21
	"Jan., 2017"	"2017/01"	"Congestive heart failure"	"I50.0"	272
	"Jan., 2017"	"2017/01"	"Heart failure, unspecified"	"I50.9"	65
	"Jan., 2017"	"2017/01"	"Cardiovascular disease, unspecified"	"I51.6"	41
	"Jan., 2017"	"2017/01"	"Cardiomegaly"	"I51.7"	11
	"Jan., 2017"	"2017/01"	"Other ill-defined heart diseases"	"I51.8"	10
	"Jan., 2017"	"2017/01"	"Heart disease, unspecified"	"I51.9"	25
	"Jan., 2017"	"2017/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	29
	"Jan., 2017"	"2017/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	65
	"Jan., 2017"	"2017/01"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	16
	"Jan., 2017"	"2017/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	48
	"Jan., 2017"	"2017/01"	"Cerebral infarction, unspecified"	"I63.9"	43
	"Jan., 2017"	"2017/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	234
	"Jan., 2017"	"2017/01"	"Cerebral atherosclerosis"	"I67.2"	16
	"Jan., 2017"	"2017/01"	"Cerebrovascular disease, unspecified"	"I67.9"	24
	"Jan., 2017"	"2017/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	30
	"Jan., 2017"	"2017/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	25
	"Jan., 2017"	"2017/01"	"Generalized and unspecified atherosclerosis"	"I70.9"	33
	"Jan., 2017"	"2017/01"	"Dissection of aorta [any part]"	"I71.0"	19
	"Jan., 2017"	"2017/01"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	11
	"Jan., 2017"	"2017/01"	"Peripheral vascular disease, unspecified"	"I73.9"	32
	"Jan., 2017"	"2017/01"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	25
	"Jan., 2017"	"2017/01"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	13
	"Jan., 2017"	"2017/01"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	11
	"Jan., 2017"	"2017/01"	"Influenza with pneumonia, virus not identified"	"J11.0"	24
	"Jan., 2017"	"2017/01"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	20
	"Jan., 2017"	"2017/01"	"Bacterial pneumonia, unspecified"	"J15.9"	34
	"Jan., 2017"	"2017/01"	"Lobar pneumonia, unspecified"	"J18.1"	100
	"Jan., 2017"	"2017/01"	"Pneumonia, unspecified"	"J18.9"	329
	"Jan., 2017"	"2017/01"	"Emphysema, unspecified"	"J43.9"	23
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	116
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	36
	"Jan., 2017"	"2017/01"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	484
