"Notes"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths
	"Jan., 2000"	"2000/01"	"Septicaemia, unspecified"	"A41.9"	130
	"Jan., 2000"	"2000/01"	"Acute hepatitis C"	"B17.1"	13
	"Jan., 2000"	"2000/01"	"HIV disease resulting in other bacterial infections"	"B20.1"	15
	"Jan., 2000"	"2000/01"	"HIV disease resulting in multiple infections"	"B20.7"	14
	"Jan., 2000"	"2000/01"	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	19
	"Jan., 2000"	"2000/01"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	14
	"Jan., 2000"	"2000/01"	"HIV disease resulting in other specified conditions"	"B23.8"	32
	"Jan., 2000"	"2000/01"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	42
	"Jan., 2000"	"2000/01"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	11
	"Jan., 2000"	"2000/01"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	13
	"Jan., 2000"	"2000/01"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	11
	"Jan., 2000"	"2000/01"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	72
	"Jan., 2000"	"2000/01"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	76
	"Jan., 2000"	"2000/01"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	289
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of rectosigmoid junction"	"C19"	12
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of rectum"	"C20"	24
	"Jan., 2000"	"2000/01"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	38
	"Jan., 2000"	"2000/01"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	13
	"Jan., 2000"	"2000/01"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	35
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of gallbladder"	"C23"	10
	"Jan., 2000"	"2000/01"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	184
	"Jan., 2000"	"2000/01"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	28
	"Jan., 2000"	"2000/01"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	982
	"Jan., 2000"	"2000/01"	"Malignant melanoma of trunk - Malignant neoplasms"	"C43.5"	12
	"Jan., 2000"	"2000/01"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	16
	"Jan., 2000"	"2000/01"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	209
	"Jan., 2000"	"2000/01"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	20
	"Jan., 2000"	"2000/01"	"Endometrium - Malignant neoplasms"	"C54.1"	13
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of uterus, part unspecified"	"C55"	17
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of ovary"	"C56"	83
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of prostate"	"C61"	202
	"Jan., 2000"	"2000/01"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	70
	"Jan., 2000"	"2000/01"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	82
	"Jan., 2000"	"2000/01"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	82
	"Jan., 2000"	"2000/01"	"Head, face and neck - Malignant neoplasms"	"C76.0"	13
	"Jan., 2000"	"2000/01"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	15
	"Jan., 2000"	"2000/01"	"Malignant neoplasm without specification of site"	"C80"	159
	"Jan., 2000"	"2000/01"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	12
	"Jan., 2000"	"2000/01"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	126
	"Jan., 2000"	"2000/01"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	65
	"Jan., 2000"	"2000/01"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	23
	"Jan., 2000"	"2000/01"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	53
	"Jan., 2000"	"2000/01"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	12
	"Jan., 2000"	"2000/01"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	13
	"Jan., 2000"	"2000/01"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	29
	"Jan., 2000"	"2000/01"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	34
	"Jan., 2000"	"2000/01"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	14
	"Jan., 2000"	"2000/01"	"Anaemia, unspecified"	"D64.9"	11
	"Jan., 2000"	"2000/01"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	52
	"Jan., 2000"	"2000/01"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	65
	"Jan., 2000"	"2000/01"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11
	"Jan., 2000"	"2000/01"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10
	"Jan., 2000"	"2000/01"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	34
	"Jan., 2000"	"2000/01"	"Unspecified diabetes mellitus, without complications"	"E14.9"	283
	"Jan., 2000"	"2000/01"	"Unspecified protein-energy malnutrition"	"E46"	15
	"Jan., 2000"	"2000/01"	"Hyperlipidaemia, unspecified"	"E78.5"	26
	"Jan., 2000"	"2000/01"	"Volume depletion"	"E86"	21
	"Jan., 2000"	"2000/01"	"Unspecified dementia"	"F03"	215
